name,weighted,edges,nodes,log_nodes,max_degree,mean_degree,min_degree
dom/Archie_2006h,True,12,9,2.1972245773362196,3,2.6666666666666665,2
dom/Archie_2006i,True,14,6,1.791759469228055,5,4.666666666666667,4
dom/Arlet_2015f,True,56,9,2.1972245773362196,15,12.444444444444445,8
dom/Barette_1986,True,197,20,2.995732273553991,25,19.7,16
dom/Bennett_1939,True,70,9,2.1972245773362196,16,15.555555555555555,14
dom/BergstromFedigan_2010b,True,24,7,1.9459101490553132,9,6.857142857142857,5
dom/BergstromFedigan_2010c,True,38,10,2.302585092994046,9,7.6,6
dom/Berman_2004a,True,178,22,3.091042453358316,23,16.181818181818183,9
dom/Berman_2004b,True,197,22,3.091042453358316,23,17.90909090909091,10
dom/Berman_2004c,True,146,18,2.8903717578961645,19,16.22222222222222,7
dom/Blatrix_2004b,True,18,8,2.0794415416798357,7,4.5,1
dom/Blatrix_2004c,True,35,12,2.4849066497880004,10,5.833333333333333,0
dom/Blatrix_2004d,True,10,6,1.791759469228055,4,3.3333333333333335,2
dom/Blatrix_2004e,True,13,8,2.0794415416798357,9,3.25,1
dom/Bonanni_2007a,True,69,13,2.5649493574615367,14,10.615384615384615,3
dom/Bonanni_2007b,True,69,14,2.6390573296152584,18,9.857142857142858,4
dom/Bonanni_2007c,True,54,14,2.6390573296152584,13,7.714285714285714,2
dom/Bonanni_2017a,True,19,6,1.791759469228055,8,6.333333333333333,5
dom/Bonanni_2017b,True,43,11,2.3978952727983707,12,7.818181818181818,3
dom/Bonanni_2017c,True,58,15,2.70805020110221,11,7.733333333333333,2
dom/Bonanni_2017d,True,29,8,2.0794415416798357,8,7.25,6
dom/Bromley_1991,True,33,8,2.0794415416798357,9,8.25,7
dom/Cafazzo_2010a,True,289,27,3.295836866004329,29,21.40740740740741,8
dom/Cafazzo_2010b,True,114,27,3.295836866004329,19,8.444444444444445,1
dom/Cheney_1977,True,100,12,2.4849066497880004,20,16.666666666666668,13
dom/Cheney_1977b,True,71,12,2.4849066497880004,13,11.833333333333334,11
dom/CluttonBrock_1976,True,146,17,2.833213344056216,21,17.176470588235293,14
dom/Collias_1950a,True,38,9,2.1972245773362196,10,8.444444444444445,8
dom/Collias_1950b,True,16,7,1.9459101490553132,7,4.571428571428571,1
dom/Collias_1950c,True,89,14,2.6390573296152584,18,12.714285714285714,9
dom/Collias_1951a,True,15,9,2.1972245773362196,6,3.3333333333333335,1
dom/Collias_1951b,True,17,8,2.0794415416798357,7,4.25,3
dom/Collias_1951c,True,51,14,2.6390573296152584,11,7.285714285714286,5
dom/Correa_2013a,True,72,9,2.1972245773362196,16,16.0,16
dom/Correa_2013d,True,30,6,1.791759469228055,10,10.0,10
dom/Cote_2000,True,443,45,3.8066624897703196,30,19.68888888888889,12
dom/Cote_2000b,True,450,45,3.8066624897703196,33,20.0,6
dom/Cote_2000c,True,381,40,3.6888794541139363,26,19.05,10
dom/Cote_2000d,True,432,38,3.6375861597263857,31,22.736842105263158,10
dom/Cui_2014,True,135,14,2.6390573296152584,23,19.285714285714285,13
dom/David_2003a,True,12,7,1.9459101490553132,4,3.4285714285714284,2
dom/David_2003b,True,17,9,2.1972245773362196,6,3.7777777777777777,2
dom/DeLaFuente_2019,True,26,6,1.791759469228055,10,8.666666666666666,8
dom/DeLaO_2019a,True,137,22,3.091042453358316,19,12.454545454545455,4
dom/DeLaO_2019b,True,258,23,3.1354942159291497,28,22.434782608695652,14
dom/DeLaO_2019c,True,271,22,3.091042453358316,33,24.636363636363637,17
dom/DeLaO_2019d,True,148,22,3.091042453358316,20,13.454545454545455,6
dom/deVries_2006,True,22,7,1.9459101490553132,10,6.285714285714286,5
dom/deWaal_1977a,True,123,14,2.6390573296152584,23,17.571428571428573,13
dom/deWaal_1977b,True,146,17,2.833213344056216,23,17.176470588235293,12
dom/deWaal_1985,True,252,24,3.1780538303479458,25,21.0,15
dom/Diniz_2019,True,43,10,2.302585092994046,12,8.6,6
dom/Douglis_1948a,True,21,7,1.9459101490553132,6,6.0,6
dom/Douglis_1948b,True,21,7,1.9459101490553132,6,6.0,6
dom/Dubosq2013a,True,120,15,2.70805020110221,19,16.0,13
dom/Dubosq2013b,True,83,15,2.70805020110221,14,11.066666666666666,9
dom/Dubosq2013c,True,139,15,2.70805020110221,24,18.533333333333335,12
dom/Dubosq2013d,True,142,21,3.044522437723423,21,13.523809523809524,8
dom/Dubosq2013e,True,257,21,3.044522437723423,33,24.476190476190474,14
dom/Dubosq2013f,True,210,21,3.044522437723423,24,20.0,13
dom/Ellard_1989,True,72,12,2.4849066497880004,14,12.0,11
dom/Essler_2016a,True,53,9,2.1972245773362196,14,11.777777777777779,10
dom/Essler_2016c,True,22,6,1.791759469228055,9,7.333333333333333,5
dom/Essler_2016d,True,20,6,1.791759469228055,8,6.666666666666667,6
dom/Fairbanks_1994a,True,52,12,2.4849066497880004,12,8.666666666666666,3
dom/Fairbanks_1994b,True,25,10,2.302585092994046,9,5.0,2
dom/Fairbanks_1994c,True,61,11,2.3978952727983707,15,11.090909090909092,6
dom/Fairbanks_1994d,True,35,9,2.1972245773362196,11,7.777777777777778,5
dom/Fairbanks_1994e,True,27,9,2.1972245773362196,9,6.0,4
dom/Farentinos_1972a,True,12,6,1.791759469228055,5,4.0,3
dom/Farentinos_1972b,True,27,8,2.0794415416798357,10,6.75,1
dom/Farentinos_1972c,True,15,8,2.0794415416798357,7,3.75,0
dom/Farentinos_1972d,True,38,11,2.3978952727983707,11,6.909090909090909,1
dom/Farentinos_1972e,True,21,6,1.791759469228055,9,7.0,5
dom/Farentinos_1972f,True,32,10,2.302585092994046,11,6.4,1
dom/Foerster_2016a,False,2741,23,3.1354942159291497,1034,238.34782608695653,0
dom/Foerster_2016b,False,1015,45,3.8066624897703196,272,45.111111111111114,0
dom/Fournier_1995,True,205,30,3.4011973816621555,23,13.666666666666666,8
dom/Fournier_1995b,True,91,21,3.044522437723423,15,8.666666666666666,3
dom/Frank_1986a,True,64,25,3.2188758248682006,17,5.12,0
dom/Frank_1986b,True,32,13,2.5649493574615367,10,4.923076923076923,1
dom/Franz_2015a,False,4118,66,4.189654742026425,613,124.78787878787878,0
dom/Franz_2015b,False,1667,31,3.4339872044851463,563,107.54838709677419,0
dom/Franz_2015c,False,2387,39,3.6635616461296463,553,122.41025641025641,0
dom/Franz_2015d,False,4464,54,3.9889840465642745,614,165.33333333333334,0
dom/Franz_2015e,False,3281,56,4.02535169073515,859,117.17857142857143,0
dom/Funkhouser_2018a,True,25,7,1.9459101490553132,12,7.142857142857143,3
dom/Funkhouser_2018b,True,122,24,3.1780538303479458,19,10.166666666666666,2
dom/Harcourt_1979,True,10,7,1.9459101490553132,6,2.857142857142857,1
dom/Harcourt_1989,True,24,6,1.791759469228055,9,8.0,6
dom/Hartzler_1970,True,22,7,1.9459101490553132,8,6.285714285714286,5
dom/Hass_1991,True,77,17,2.833213344056216,14,9.058823529411764,3
dom/Hass_1991b,True,28,13,2.5649493574615367,8,4.3076923076923075,1
dom/Hass_1991c,True,68,17,2.833213344056216,12,8.0,1
dom/Hausfater_1975a,True,61,12,2.4849066497880004,12,10.166666666666666,4
dom/Hausfater_1975b,True,183,20,2.995732273553991,22,18.3,6
dom/Hausfater_1975c,True,94,15,2.70805020110221,15,12.533333333333333,2
dom/Hausfater_1982a,True,92,14,2.6390573296152584,14,13.142857142857142,13
dom/Hausfater_1982b,True,184,20,2.995732273553991,21,18.4,17
dom/Hayaki_1989a,True,101,27,3.295836866004329,19,7.481481481481482,1
dom/Hayaki_1989b,True,62,21,3.044522437723423,13,5.904761904761905,0
dom/Heitor_2006,True,69,11,2.3978952727983707,17,12.545454545454545,10
dom/HeitorVicente_2010,True,23,6,1.791759469228055,9,7.666666666666667,7
dom/Hewitt_2009a,True,36,9,2.1972245773362196,12,8.0,4
dom/Hewitt_2009b,True,25,7,1.9459101490553132,10,7.142857142857143,1
dom/Hewitt_2009c,True,63,14,2.6390573296152584,16,9.0,2
dom/Hewitt_2009d,True,34,7,1.9459101490553132,11,9.714285714285714,7
dom/Hirotani_1994,True,77,13,2.5649493574615367,15,11.846153846153847,10
dom/Hirsch_2007a,True,61,15,2.70805020110221,16,8.133333333333333,3
dom/Hirsch_2007b,True,196,29,3.367295829986474,32,13.517241379310345,2
dom/Hirsch_2007c,True,75,12,2.4849066497880004,19,12.5,7
dom/Hirsch_2007d,True,298,27,3.295836866004329,33,22.074074074074073,11
dom/Hobson_2015a,True,198,21,3.044522437723423,24,18.857142857142858,11
dom/Hobson_2015b,True,143,18,2.8903717578961645,20,15.88888888888889,12
dom/Holekamp_1991,True,21,12,2.4849066497880004,6,3.5,1
dom/Holekamp_1993a,True,64,18,2.8903717578961645,15,7.111111111111111,0
dom/Holekamp_1993b,True,62,17,2.833213344056216,12,7.294117647058823,1
dom/Isbell_1998a,True,25,9,2.1972245773362196,7,5.555555555555555,1
dom/Isbell_1998b,True,86,17,2.833213344056216,18,10.117647058823529,1
dom/Ito_1993a,True,31,8,2.0794415416798357,10,7.75,7
dom/Ito_1993b,True,101,15,2.70805020110221,16,13.466666666666667,11
dom/Ito_1993c,True,24,11,2.3978952727983707,8,4.363636363636363,1
dom/Izar_2006,True,94,17,2.833213344056216,16,11.058823529411764,6
dom/IzawaWatanabe_2011,True,102,14,2.6390573296152584,17,14.571428571428571,13
dom/Jenks_1995a,True,44,10,2.302585092994046,14,8.8,1
dom/Jenks_1995b,True,40,10,2.302585092994046,11,8.0,2
dom/Johnson_2017,True,45,11,2.3978952727983707,13,8.181818181818182,1
dom/Jones_1980a,True,152,18,2.8903717578961645,22,16.88888888888889,3
dom/Jones_1980b,True,51,10,2.302585092994046,13,10.2,7
dom/Kaufmann_1974,True,90,21,3.044522437723423,18,8.571428571428571,2
dom/Kikkawa_1980,True,59,10,2.302585092994046,15,11.8,6
dom/Koenig_2004,True,26,7,1.9459101490553132,9,7.428571428571429,5
dom/Kohda_1991,True,48,31,3.4339872044851463,10,3.096774193548387,1
dom/Kolodziejczyk_2005,True,68,13,2.5649493574615367,17,10.461538461538462,2
dom/Korstjens_2002,True,43,9,2.1972245773362196,12,9.555555555555555,8
dom/Koutnik_1981,True,25,8,2.0794415416798357,7,6.25,5
dom/Koutnik_1981b,True,23,8,2.0794415416798357,7,5.75,3
dom/Kurvers_2009,True,124,18,2.8903717578961645,18,13.777777777777779,10
dom/Lahti_1994a,True,18,6,1.791759469228055,7,6.0,5
dom/Lahti_1994b,True,35,8,2.0794415416798357,12,8.75,5
dom/Langbein_2004a,True,114,12,2.4849066497880004,21,19.0,13
dom/Langbein_2004b,True,98,12,2.4849066497880004,20,16.333333333333332,11
dom/Langbein_2004c,True,67,10,2.302585092994046,15,13.4,11
dom/Langbein_2004d,True,28,9,2.1972245773362196,10,6.222222222222222,2
dom/Langley_2018,False,367,19,2.9444389791664403,114,38.63157894736842,0
dom/Lee_1979a,True,89,15,2.70805020110221,15,11.866666666666667,8
dom/Lee_1979b,True,33,8,2.0794415416798357,9,8.25,7
dom/Lee_2017a,True,65,12,2.4849066497880004,15,10.833333333333334,6
dom/Lee_2017b,True,81,12,2.4849066497880004,19,13.5,11
dom/Lee_2017c,True,100,12,2.4849066497880004,19,16.666666666666668,14
dom/Lee_2017d,True,76,12,2.4849066497880004,17,12.666666666666666,8
dom/Lee_2017e,True,65,11,2.3978952727983707,16,11.818181818181818,6
dom/Lee_2017f,True,72,11,2.3978952727983707,18,13.090909090909092,6
dom/Lee_2018a,True,61,12,2.4849066497880004,14,10.166666666666666,6
dom/Lee_2018b,True,54,12,2.4849066497880004,13,9.0,4
dom/Lee_2018c,True,72,12,2.4849066497880004,16,12.0,7
dom/Lee_2018d,True,77,12,2.4849066497880004,17,12.833333333333334,6
dom/Lee_2018e,True,79,12,2.4849066497880004,17,13.166666666666666,6
dom/Lee_2019a,True,94,12,2.4849066497880004,19,15.666666666666666,10
dom/Lee_2019b,True,65,12,2.4849066497880004,16,10.833333333333334,5
dom/Lee_2019c,True,65,12,2.4849066497880004,14,10.833333333333334,7
dom/Lee_2019d,True,67,12,2.4849066497880004,18,11.166666666666666,3
dom/Lee_2019e,True,55,12,2.4849066497880004,14,9.166666666666666,3
dom/Lott_1979,True,314,26,3.258096538021482,39,24.153846153846153,7
dom/Lott_1987,True,45,11,2.3978952727983707,11,8.181818181818182,4
dom/Lu_2008a,True,86,13,2.5649493574615367,17,13.23076923076923,10
dom/Lu_2008b,True,76,13,2.5649493574615367,16,11.692307692307692,6
dom/Malherbe_2007,True,40,7,1.9459101490553132,12,11.428571428571429,10
dom/Marler_1955,True,28,8,2.0794415416798357,7,7.0,7
dom/Masure_1934,True,42,7,1.9459101490553132,12,12.0,12
dom/Masure_1934a,True,78,13,2.5649493574615367,12,12.0,12
dom/Masure_1934b,True,52,11,2.3978952727983707,10,9.454545454545455,7
dom/Mather_1985,True,24,6,1.791759469228055,9,8.0,7
dom/Matsuda_2012,True,22,10,2.302585092994046,8,4.4,1
dom/McCune_2019a,False,201,7,1.9459101490553132,82,57.42857142857143,27
dom/McCune_2019c,False,163,8,2.0794415416798357,77,40.75,6
dom/McCune_2019d,False,151,8,2.0794415416798357,79,37.75,7
dom/McCune_2019e,False,80,7,1.9459101490553132,44,22.857142857142858,1
dom/McCune_2019f,False,53,8,2.0794415416798357,29,13.25,2
dom/McDougall_2010,True,227,22,3.091042453358316,27,20.636363636363637,11
dom/McMahan_1984,True,42,10,2.302585092994046,10,8.4,6
dom/Miller_2010a,True,14,6,1.791759469228055,6,4.666666666666667,2
dom/Miller_2010b,True,39,9,2.1972245773362196,11,8.666666666666666,7
dom/Miller_2010c,True,19,6,1.791759469228055,7,6.333333333333333,5
dom/Moller_1987a,True,56,13,2.5649493574615367,14,8.615384615384615,3
dom/Moller_1987b,True,46,10,2.302585092994046,11,9.2,7
dom/Moller_1987c,True,55,14,2.6390573296152584,12,7.857142857142857,5
dom/Monnin_1999,True,17,6,1.791759469228055,10,5.666666666666667,3
dom/Moore_1978a,True,68,12,2.4849066497880004,13,11.333333333333334,9
dom/Moore_1978b,True,47,12,2.4849066497880004,10,7.833333333333333,5
dom/Murray_2007,True,48,18,2.8903717578961645,10,5.333333333333333,2
dom/Mwamende_2009a,True,219,19,2.9444389791664403,36,23.05263157894737,17
dom/Mwamende_2009b,True,70,19,2.9444389791664403,15,7.368421052631579,3
dom/Myrberg_1972,True,40,8,2.0794415416798357,12,10.0,8
dom/Myrberg_1974,True,62,10,2.302585092994046,15,12.4,8
dom/Nakano_1994,True,64,11,2.3978952727983707,13,11.636363636363637,10
dom/Nakano_1995,True,71,14,2.6390573296152584,13,10.142857142857142,6
dom/Natoli_1991,True,30,14,2.6390573296152584,10,4.285714285714286,1
dom/Nelissen_1985a,True,30,7,1.9459101490553132,10,8.571428571428571,6
dom/Nelissen_1985b,True,27,7,1.9459101490553132,9,7.714285714285714,6
dom/NewtonFisher_2004a,True,49,12,2.4849066497880004,12,8.166666666666666,2
dom/NewtonFisher_2004b,True,43,12,2.4849066497880004,9,7.166666666666667,6
dom/Norscia_2015a,True,54,10,2.302585092994046,12,10.8,8
dom/Norscia_2015b,True,67,13,2.5649493574615367,13,10.307692307692308,8
dom/Norscia_2015c,True,41,10,2.302585092994046,14,8.2,1
dom/Norscia_2015d,True,14,6,1.791759469228055,7,4.666666666666667,3
dom/Norscia_2015e,True,47,11,2.3978952727983707,13,8.545454545454545,5
dom/Norscia_2015f,True,43,10,2.302585092994046,12,8.6,6
dom/Norscia_2015g,True,65,13,2.5649493574615367,14,10.0,7
dom/Norscia_2015h,True,22,10,2.302585092994046,10,4.4,0
dom/Norscia_2015i,True,17,6,1.791759469228055,7,5.666666666666667,4
dom/Norscia_2015j,True,25,11,2.3978952727983707,6,4.545454545454546,3
dom/Ortius_1995,True,19,6,1.791759469228055,7,6.333333333333333,5
dom/Oshea_1976,True,38,10,2.302585092994046,10,7.6,4
dom/Owens_1996,True,16,7,1.9459101490553132,6,4.571428571428571,3
dom/Painter_2018,True,66,12,2.4849066497880004,15,11.0,9
dom/Paoli_2006,True,40,8,2.0794415416798357,13,10.0,8
dom/Pardi_1948a,True,19,7,1.9459101490553132,6,5.428571428571429,4
dom/Pardi_1948b,True,38,10,2.302585092994046,10,7.6,3
dom/Parsons_1980a,True,42,8,2.0794415416798357,13,10.5,7
dom/Parsons_1980b,True,28,8,2.0794415416798357,7,7.0,7
dom/Patterson_1977,True,104,28,3.332204510175204,19,7.428571428571429,0
dom/Payne_2003,True,34,9,2.1972245773362196,9,7.555555555555555,7
dom/Poisbleau_2005a,True,31,8,2.0794415416798357,9,7.75,6
dom/Poisbleau_2005b,True,16,6,1.791759469228055,6,5.333333333333333,4
dom/Poisbleau_2005c,True,25,7,1.9459101490553132,9,7.142857142857143,6
dom/Poisbleau_2006a,True,144,16,2.772588722239781,24,18.0,13
dom/Poisbleau_2006b,True,97,19,2.9444389791664403,16,10.210526315789474,6
dom/Post_1992,True,106,15,2.70805020110221,17,14.133333333333333,11
dom/Prieto_1978,True,180,18,2.8903717578961645,28,20.0,12
dom/Reason_1988,True,125,18,2.8903717578961645,17,13.88888888888889,4
dom/Richter_2009,True,46,9,2.1972245773362196,12,10.222222222222221,8
dom/RizaldiWatanabe_2010a,True,52,9,2.1972245773362196,15,11.555555555555555,8
dom/RizaldiWatanabe_2010b,True,38,8,2.0794415416798357,12,9.5,7
dom/Robbins_2008,True,23,8,2.0794415416798357,7,5.75,4
dom/Roell_1978,True,159,18,2.8903717578961645,23,17.666666666666668,5
dom/Rossler_2017,True,64,11,2.3978952727983707,15,11.636363636363637,8
dom/Rovero_1999a,True,24,8,2.0794415416798357,11,6.0,2
dom/Rovero_1999b,True,48,12,2.4849066497880004,13,8.0,3
dom/Russell_1970a,True,55,11,2.3978952727983707,13,10.0,6
dom/Russell_1970b,True,69,13,2.5649493574615367,16,10.615384615384615,5
dom/Rutberg_1986a,True,151,29,3.367295829986474,20,10.413793103448276,2
dom/Rutberg_1986b,True,90,22,3.091042453358316,15,8.181818181818182,3
dom/Samuels_1987,True,132,19,2.9444389791664403,18,13.894736842105264,10
dom/Samuels_1987b,True,75,19,2.9444389791664403,16,7.894736842105263,3
dom/Sandel_2017a,True,37,23,3.1354942159291497,12,3.217391304347826,0
dom/Sandel_2017b,True,14,23,3.1354942159291497,4,1.2173913043478262,0
dom/SatohOhkawara_2008a,True,37,8,2.0794415416798357,13,9.25,5
dom/SatohOhkawara_2008b,True,56,9,2.1972245773362196,15,12.444444444444445,8
dom/SatohOhkawara_2008c,True,21,10,2.302585092994046,9,4.2,1
dom/ScheinFohrman_1955,True,217,28,3.332204510175204,24,15.5,1
dom/SchjelderupEbbe_1922a,True,21,7,1.9459101490553132,6,6.0,6
dom/SchjelderupEbbe_1922b,True,45,10,2.302585092994046,9,9.0,9
dom/ScottLockhard_1999a,True,23,6,1.791759469228055,9,7.666666666666667,5
dom/ScottLockhard_1999b,True,16,6,1.791759469228055,6,5.333333333333333,4
dom/Seibert_2001,True,95,12,2.4849066497880004,21,15.833333333333334,12
dom/Setchell_2005a,True,84,11,2.3978952727983707,19,15.272727272727273,13
dom/Setchell_2005b,True,38,8,2.0794415416798357,11,9.5,8
dom/SetiaVanSchaik_2007,True,13,6,1.791759469228055,6,4.333333333333333,2
dom/Seyfarth_1976a,True,31,8,2.0794415416798357,9,7.75,6
dom/Seyfarth_1976b,True,28,8,2.0794415416798357,9,7.0,5
dom/Seyfarth_1976c,True,23,8,2.0794415416798357,7,5.75,4
dom/Seyfarth_1976d,True,31,8,2.0794415416798357,9,7.75,6
dom/Seyfarth_1976e,True,22,8,2.0794415416798357,8,5.5,3
dom/Seyfarth_1976f,True,13,8,2.0794415416798357,5,3.25,0
dom/Sharpe_2013a,True,121,18,2.8903717578961645,18,13.444444444444445,9
dom/Sharpe_2013b,True,56,12,2.4849066497880004,11,9.333333333333334,7
dom/Sharpe_2013c,True,122,18,2.8903717578961645,20,13.555555555555555,9
dom/Sharpe_2013d,True,65,13,2.5649493574615367,14,10.0,6
dom/Shimoji_2014a,True,30,22,3.091042453358316,11,2.727272727272727,1
dom/Shimoji_2014b,True,56,34,3.5263605246161616,13,3.2941176470588234,1
dom/Shimoji_2014c,True,135,50,3.912023005428146,31,5.4,1
dom/Shoemaker_1939,True,90,10,2.302585092994046,18,18.0,18
dom/Silk_2019a,True,236,27,3.295836866004329,26,17.48148148148148,2
dom/Slotow_1993,True,71,10,2.302585092994046,17,14.2,10
dom/Smith_1976,True,21,7,1.9459101490553132,7,6.0,5
dom/Smith_2011a,True,145,19,2.9444389791664403,19,15.263157894736842,10
dom/Solberg_1997a,True,62,9,2.1972245773362196,16,13.777777777777779,12
dom/Solberg_1997b,True,56,9,2.1972245773362196,16,12.444444444444445,8
dom/Solberg_1997c,True,38,9,2.1972245773362196,13,8.444444444444445,4
dom/SomersNel_1998a,True,14,6,1.791759469228055,6,4.666666666666667,3
dom/SomersNel_1998b,True,29,8,2.0794415416798357,10,7.25,4
dom/SomersNel_1998c,True,33,9,2.1972245773362196,9,7.333333333333333,6
dom/Stamps_1978,True,11,6,1.791759469228055,5,3.6666666666666665,3
dom/Sterck_1997,True,21,9,2.1972245773362196,7,4.666666666666667,3
dom/Strauss_2019a,False,1065,23,3.1354942159291497,259,92.6086956521739,6
dom/Strauss_2019b,False,1848,35,3.5553480614894135,304,105.6,2
dom/Strauss_2019c,False,1913,29,3.367295829986474,408,131.93103448275863,6
dom/Strauss_2019d,False,9096,151,5.017279836814924,542,120.47682119205298,1
dom/StrayerCummins_1980,True,97,16,2.772588722239781,15,12.125,7
dom/StrayerCummins_1980b,True,75,16,2.772588722239781,13,9.375,4
dom/StrayerCummins_1980c,True,24,7,1.9459101490553132,9,6.857142857142857,5
dom/StrayerCummins_1980d,True,23,7,1.9459101490553132,10,6.571428571428571,4
dom/Struhsaker_1967a,True,57,12,2.4849066497880004,12,9.5,7
dom/Struhsaker_1967b,True,40,12,2.4849066497880004,10,6.666666666666667,4
dom/Sullivan_1982,True,113,18,2.8903717578961645,18,12.555555555555555,9
dom/Surbeck_2011,True,37,9,2.1972245773362196,9,8.222222222222221,8
dom/SurbeckHohmann_2013b,True,197,21,3.044522437723423,28,18.761904761904763,8
dom/Tamm_1977,True,46,10,2.302585092994046,11,9.2,8
dom/Tamura_1988,True,84,15,2.70805020110221,17,11.2,4
dom/Tarvin_1997,True,94,16,2.772588722239781,16,11.75,4
dom/Thompson_1960a,True,29,8,2.0794415416798357,9,7.25,5
dom/Thompson_1960b,True,26,8,2.0794415416798357,7,6.5,5
dom/Thompson_1960c,True,30,8,2.0794415416798357,8,7.5,7
dom/Thompson_1960d,True,52,9,2.1972245773362196,14,11.555555555555555,9
dom/Thompson_1960e,True,28,8,2.0794415416798357,7,7.0,7
dom/Thompson_1993a,True,56,11,2.3978952727983707,11,10.181818181818182,10
dom/Thompson_1993b,True,15,6,1.791759469228055,5,5.0,5
dom/Tilson_1984,True,23,8,2.0794415416798357,10,5.75,3
dom/Tong_2020a,True,38,8,2.0794415416798357,12,9.5,4
dom/Tong_2020b,True,41,9,2.1972245773362196,12,9.11111111111111,6
dom/Tong_2020c,True,55,9,2.1972245773362196,14,12.222222222222221,8
dom/Tong_2020d,True,59,10,2.302585092994046,15,11.8,9
dom/Tong_2020e,True,67,11,2.3978952727983707,17,12.181818181818182,7
dom/Tong_2020f,True,77,11,2.3978952727983707,17,14.0,9
dom/Tong_2020g,True,32,11,2.3978952727983707,12,5.818181818181818,1
dom/Tong_2020h,True,63,11,2.3978952727983707,17,11.454545454545455,4
dom/Tong_2020i,True,51,12,2.4849066497880004,12,8.5,4
dom/Tong_2020j,True,64,10,2.302585092994046,16,12.8,8
dom/Torr_1996a,True,15,8,2.0794415416798357,8,3.75,2
dom/Torr_1996b,True,20,9,2.1972245773362196,10,4.444444444444445,1
dom/Torr_1996c,True,31,8,2.0794415416798357,12,7.75,6
dom/Trebouet_2019a,True,15,6,1.791759469228055,5,5.0,5
dom/Trebouet_2019b,True,16,7,1.9459101490553132,6,4.571428571428571,3
dom/Trebouet_2019c,True,33,9,2.1972245773362196,8,7.333333333333333,5
dom/Trebouet_2019d,True,138,22,3.091042453358316,20,12.545454545454545,5
dom/Trunzer_1999,True,161,19,2.9444389791664403,19,16.94736842105263,14
dom/Utt_2008a,True,42,7,1.9459101490553132,12,12.0,12
dom/ValLaillet_2008a,True,107,12,2.4849066497880004,20,17.833333333333332,14
dom/ValLaillet_2008b,True,105,12,2.4849066497880004,21,17.5,12
dom/ValLaillet_2008c,True,97,12,2.4849066497880004,20,16.166666666666668,14
dom/ValLaillet_2008d,True,86,12,2.4849066497880004,18,14.333333333333334,11
dom/ValLaillet_2008e,True,77,12,2.4849066497880004,16,12.833333333333334,9
dom/ValLaillet_2008f,True,106,12,2.4849066497880004,21,17.666666666666668,14
dom/VanDessel_2018a,True,98,14,2.6390573296152584,18,14.0,11
dom/VanDessel_2018b,True,54,9,2.1972245773362196,15,12.0,10
dom/VanDierendonck_1995,True,212,21,3.044522437723423,24,20.19047619047619,18
dom/VanHooffWensing_1987,True,161,16,2.772588722239781,26,20.125,15
dom/Varley_1966,True,12,6,1.791759469228055,5,4.0,3
dom/Varley_1966b,True,15,6,1.791759469228055,7,5.0,3
dom/Vervaecke_2000,True,20,6,1.791759469228055,9,6.666666666666667,5
dom/Vervaecke_2010a,True,37,7,1.9459101490553132,12,10.571428571428571,8
dom/Vervaecke_2010b,True,41,8,2.0794415416798357,12,10.25,8
dom/Vervaecke_2010c,True,34,7,1.9459101490553132,11,9.714285714285714,7
dom/Vervaecke_2010d,True,40,8,2.0794415416798357,13,10.0,7
dom/Vilette_2020,False,2980,41,3.713572066704308,386,145.3658536585366,1
dom/Waterhouse_1976a,True,177,20,2.995732273553991,27,17.7,12
dom/Waterhouse_1976b,True,188,19,2.9444389791664403,26,19.789473684210527,13
dom/Waterhouse_1976c,True,172,19,2.9444389791664403,22,18.105263157894736,7
dom/Watson_1970a,True,20,6,1.791759469228055,9,6.666666666666667,4
dom/Watson_1970b,True,23,6,1.791759469228055,9,7.666666666666667,5
dom/Watt_1986a,True,45,10,2.302585092994046,10,9.0,8
dom/Watt_1986b,True,44,10,2.302585092994046,9,8.8,8
dom/Watt_1986c,True,51,10,2.302585092994046,12,10.2,9
dom/Watt_1986d,True,51,10,2.302585092994046,13,10.2,9
dom/Watt_1986e,True,52,10,2.302585092994046,12,10.4,9
dom/Watt_1986f,True,289,26,3.258096538021482,28,22.23076923076923,12
dom/Watts_1985,True,16,7,1.9459101490553132,7,4.571428571428571,3
dom/Watts_1994a,True,51,11,2.3978952727983707,10,9.272727272727273,7
dom/Watts_1994b,True,68,12,2.4849066497880004,13,11.333333333333334,10
dom/Watts_1994c,True,22,7,1.9459101490553132,7,6.285714285714286,6
dom/Wells_1979,True,337,25,3.2188758248682006,33,26.96,20
dom/WestEberhard_1986,True,11,7,1.9459101490553132,5,3.142857142857143,2
dom/White_2007a,True,10,12,2.4849066497880004,3,1.6666666666666667,1
dom/White_2007b,True,10,12,2.4849066497880004,4,1.6666666666666667,1
dom/White_2007c,True,7,6,1.791759469228055,4,2.3333333333333335,1
dom/Wikberg_2013a,True,23,8,2.0794415416798357,9,5.75,4
dom/Wikberg_2013b,True,15,6,1.791759469228055,6,5.0,4
dom/Wikberg_2013c,True,20,7,1.9459101490553132,8,5.714285714285714,3
dom/Wikberg_2013d,True,12,6,1.791759469228055,6,4.0,2
dom/Wikberg_2013e,True,18,6,1.791759469228055,8,6.0,5
dom/Wikberg_2013f,True,34,10,2.302585092994046,10,6.8,5
dom/Williams_1972,True,73,10,2.302585092994046,17,14.6,9
dom/Williamson_2016a,True,93,12,2.4849066497880004,19,15.5,12
